text,label
maybe we shouldnt be looking at how people are being killed but who is doing it. fact is go in any prison and what color do you see? black and brown. so if your going to get a handle on violence then get rid of the problem causers not one of our only ways of defending ourselves from them,disagreed
lets say a cop pulls someone over with a trunk full of dope and they have an illegally bought gun. then what? ask him to stop? no police need guns to keep the piece.,disagreed
"great idea! go run for senate. so what do we do with att the guns people have now? o lets go to their house and get them. ya thatll work since some of the people that own guns illegally dont even have a ss# cuz they snuck over here. police are not your personal body gaurd, it is your responsability to protect yourself. lets say 6 gangbangers jump you? they have no guns. just bats. what do you do? band baseball. ignorance isnt bliss",disagreed
"so do cars, and stds,and fast food, and radiaton from the sun.
lets bann driving and sex and a quick meal and while were at it lets just cover the sun up to.",disagreed
the police and military arnt your personal body gaurds.lets say 6 gangbangers jump you. then what? in europe you dont have illegall imagrants jumpin the border and robbing places. and forming gangs.,disagreed
excactly. so protect yourself dumbass. if i was going top rob a house in an area guns were legal or not i would have a gun.because guese what if im breaking the law anyway might as well be a pro at it.,disagreed
"thats a niave and stupid comment, while driving etc is dangerous, the sole purpose of a gun is to kill people.
cars are useful and when used correctly arent dangerous, could be wrong but im pretty sure without sex we'd become extinct, and without the sun wed die
guns have the sole purpose to kill and theres no need to be allowed",disagreed
"with regards to ""guns dont kill people on there own"" no the dont however their sole purpose is to kill and without a gun it is harder to kill someone (granted you canuse other weapons however they are generaly less effetive and arentgoing to harm as man people)
with regard to the fact that most gun crime is from illegl guns, in that case why not make all guns illegal. i maintain that making guns illegal would make it harder for people to get hold of them.",disagreed
"precisely what we are proposing, the fact that all guns will be illegal (aside from certain licenced people) will mean that guns arent allowed and no one has gunsmeaning that the only people with the guns are outlaws and can be dealt with through law",disagreed
"accoding to my statstics thats still a quater of the american homocide rate. also i dont tink that the knife crime is a valid arguement seing as im pretty sure you get more than 11 rounds in a gun.
im not trying to argue that stopping guns will prevent crime, but im pretty sure that if the person in china had had a gun, it would have been a hell of a lot worse",disagreed
"Except that they haven't, can't, and won't be dealt with by the law. The same reason why banning alcohol during prohibition didn't prevent people from consuming alcohol, and the same reason why the current Drug War doesn't prevent people from doing drugs.
Prohibition doesn't work!
Even if we wanted to ban firearms, we have a CONSTITUTIONAL guarantee. The only difference this would do is to disarm law abiding citizens and to strip them of their constitutional rights.",disagreed
"that is a rediculous arguement, thats like saying, people still murder we may as well make it legal.
and this is something i dont understand about you americans, why do you want guns so much? the only thing they are there for is to kill and harm others, the fact that you have some flimsy piece of paper saying you are allowed them doesnt make it right that you should.
i dont see a single valid reason why you should have a gun and yet there are plenty of reasons that you shouldnt have them. as far as i am concerned you did not present one valid arguement there.
the war on drugs we have to fight just like we fight the war on terrorism, it may not be sucessful but its far better than the alternative. the exact same is applied here",disagreed
"On the contrary, it's your spelling that is ""rediculous"". There is no such thing as a ""safe"" murder, murder inevitably always violates someone's rights. There is such a thing as ""safe"" Gun ownership which itself violates nobody's rights, your comparison is nonsense.

Because it is our Constitutional Right. Because they allowed us to earn our independence? Because we have a long and storied hunting culture.

Well you're ignoring the fact that Guns are also used for sport shooting, and hunting. Not to mention the very fact that someone posses a firearm is often enough to scare off a would-be criminal. If this isn't enough guns have in instances been used to defend one's family against home intruders. They are also a safeguard against tyranny.
If criminals aren't following the current gun regulations that we already have, what makes you think they are going to follow a prohibition on firearms? Remember the United States is not an island, we will always have easy access to firearms whether they are legal or illegal.

This 'flimsy' piece of paper guarantees our rights as citizens, it protects us from our own government and it protects us from foreign governments. It has been the inspiration for other constitutions around the world. It extrapolates the views that unite Americans as a people, and has been instrumental in our rise to dominance as a world power. It is the bedrock of my nation and it ensures my liberty.
It may not mean a lot to you, but I defend this ""flimsy"" piece of paper with my very life, not the paper itself but the ideas and principals that it represents. If you don't understand this, you will never have an understanding that transcends your little cultural bubble.

I just listed a bunch of reasons:
-We have a Constitutional Guarantee
-Recreational Hunting
-Sport shooting
-Deters would-be criminals
-Safeguard against tyranny
-Protect home
To say you didn't see a single reason is to say your eyes were closed. You cannot win a debate with denial.
Part of the fear of firearms is with negative cultural associations, particularly with gun crime, but firearms along with just about anything else can be misused, this is not in itself justification to ban or prohibit ownership of such possessions. Knives are used almost as often if not more so in crimes than are guns, the reason nobody is pushing to ban knives is because knives don't have the same negative cultural association guns have.
Please give me the reasons you think we shouldn't be allowed to own firearms.

I think we should attempt to help drug addicts, but punishing people for an addiction is pure insanity. People are getting locked up even for harmless drugs like Marijuana and yet many more dangerous drugs, more addictive drugs, are completely legal such as prescription drugs.
The Drug War, is complete BS, just like your argument.",disagreed
"But you missed the point that by making guns illegal, criminals are still going to smuggle them as much as they currently do. And their only purpose is not just for killing. I would love to own a gun just for show! Like a vase or a painting. I'd also love to shoot a gun just for fun.",disagreed
"i only wish all people out there wanted it just for show, then i would have no issue with it. unfortunately im pretty sure that a majority of people want it for other reasons",disagreed
You shout the criminal!!!!!!!!!!!!!!!!!!! Thats why we have them!!!!!!!!!!!!!!!!!!!!,disagreed
"Yes and that ""other reason"" is protection. The only people who would buy a gun in a legal manner for an illegal activity are the kinds of people with nothing to live for or no common sense. Either way, they are not going to use that gun very long.",disagreed
I believe that there is a reason the police are trained with a knowledge of martial arts and there is also a reason why they have bullet proof vests and all of that.,disagreed
"yes,your right but thats where the the problem is. People are taking advantage of our right to bear arms.",disagreed
"There are most certainly NOT more gun deaths than anything. In fact, cars kill more people than guns do. Look up a fact or two before you hit submit.",disagreed
"Ok let me say something and don't take offense for voicing my opinion. The very idea to ban a constitutionally gurranteed right is unconstitutional. I am sure that you live in a large city such as New York or Chicago and work in a cubicle everyday isulated from all of the real threats the outside world presents. I can assure you that if some one broke into your house tonight and shot your family your opinions about the right to own guns would change. You would go out and buy a pistol and be waitinag for the chance to use it. I live in North Carolina and this debate is close to my heart. I have seen first hand what happens when whistle blowers like you get involved and screw things up for our country. Our country was based on the fact that a man could buy a gun and live out in the middle of no where and provide for himself. Firearms do not kill people, the person pulling the triggger does that. The presence of a gun for protection or even for recreation should never be challanged and if you have a problem with guns in Theis country go somewhere else. Thank you",disagreed
"I agree with Urstupid , no matter what . . Stupid people will still buy guns illegally . They will find a way , and im not giving up my guns for nobody . i bought and payed for them the legal way . and if someone came in my home and tryed to rob or kill me I WILL have a gun to protect myself.",agreed
"But guns make it easier to deliberately kill people. Much easier than with a knife.
P.S. I've never heard of anyone being bludgeoned with a big mac.",disagreed
"Read the CONSTITUTION, or founders knew you long before you were born.
They protect you from yourself.",disagreed
"There is some wackos out there, to me YOU are one of them as well, and YOU dont need a gun. But I would never stand in the way of every perfect mental sane person owning a bazoka, machine gun or any other type weapon.
I am a COP and 21 years Military, WHO ARE YOU JOKER>
Take my rights away because you hang around the mentals.",disagreed
"Man where are you coming from, what about CHINA, have you studied the size of their military force, it is not to defend themselves.
Are you are a control freak, I can read into your writings, into power, or YOU have access to any weapon you want and want to keep that control from everyone else.
I wish you lived in a location struck by the Huricane, you could defended all those folks which was raped and killed in the hospitals, in our own country. You can bet you would have disarmed them as well.
You cant stop guns, or crimes, or even drugs. I am also a cop but not a control freak.
You should be DEFENDING the Constitution not burning it down.",disagreed
"In the old days KIDS went hunting and guns were a part of life, we had no issues with guns in the house.
Now with the gun grabber attitude yes there is a problem, return guns and teachings about guns to our kids to be responsible.
My 3 kids are pro gun and they know how to use them responsibly. FACT, your kids may need some work.",disagreed
"I agree with everything you just said, and Defiance was a great movie!",agreed
"That just proves that only people who own guns go against making it illegal. The idea for banning guns is to make it more harder to get it, which is true. It will be more harder to get access with a gun, and therefore less people are shot.",disagreed
in Maryland it is illegal to carry a firearm anywhere but a firing range and your own home. PWND,disagreed
"really... stopping guns is not that easy. with alcohol, when it was banned people could sell it at unreasonable prices. that is how Al Capone got rich. so people would still use guns ""under the table"". who do you think would be the new Al Capone. criminals rob banks, robbing banks is illegal, so if you add them up you get that criminals would not stop using guns because it is the law.",disagreed
uoknow= EPIC FAIL!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,disagreed
r u hungry bro???????????????????????????????????????!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?,disagreed
<---------------------------------------------------------------------------------------------Just follow the name,disagreed
Your point was valid till you thought we should all be commys. = things never work out geez ya scrub...........,disagreed
"Well being in an area where gun ownership is illegal is not going to have any thing to do with the criminal having a gun. They will have a gun anyway. Breaking and entering is illegal so do you think that are going to worry about carrying a gun also.
The insurance part I totally understand cause I have a lot of stuff in my house and have it all insured and I can replace them. I have 12 GA Shotgun loaded with 00 Buck for home protection. Now when I'm not here the insurance takes over, the gun is only to protect my family. You'd rather hand over your stuff and write it off etc.. what about when they want you wife and daughter to do what they want. Not a cold day is $&ELL;that's going to happen to me. Think about it. You don't have to kill someone just cause you have a gun. You have the option to if needed.",disagreed
"I could not agree with you more. Especially the police being a city government.
There is NO WAY they could be everywhere at once. A gun is the best policy.",agreed
"I don't mean to be a ass, but that is one of the dumbest answers ever. First off it would not matter if guns were illegal in your state or not, if a criminal wants to get a gun they will get one somehow. second off if they knew you were armed i seriously think they would reconsider entering your home. and the third thing is that if they know you are home chances are they are there to do more harm than just steal your crap. learn how to use a gun, be responsible, protect yourself and your family. In the neighbor counties around me there have been three different murders, and they think it is the same people, they are targeting people that are home tying them up and killing them. would you not feel at least a little better knowing you could possibly defend yourself ?",disagreed
"guns don't kill people; nu uh; I kill people ""chk chk"" with guns, POW",disagreed
No offense but I've been threw this and u have no idea what ur talking about I would rather get in a shoot out than have my wife or kid raped and killed u have no idea about what happens in a situation like this u think that they just want money,disagreed
Man were are u from I use a gun just to go buy my grocerys have u ever even been in a life or death situation if it happens then come tell me u don't want a gun if ur alive,disagreed
"The beliefm that automatic weapons should be banned holds no more water than any other arguement. A gun is a gun. the mmount of fire it produces makes no difference, and in the hands of an ordinary law abiding citizen a tank, granade launcher or nuclear missile does not pose a threat to anyone becuase he has no intention of using it. In the hands of a criminal, an ink pen can be rammed into an eye and used to kill someone.",disagreed
"No cases where an innocent peson has defended themselves with a guin??????? Either you are under twelve years old or you have done zero research. There are hundreds of thousands of cases of innocent people protecting themselves with guns. Woman agains gun control, the second amendment police department are only two places that will tell you how many times innocent people not only have protected themselves but even assisted the police.",disagreed
"That is utterly false. Guns in people's homes have prevented them from being victims of violent attacks in countless thousands of cases, and your militia you refer to was composed of regular urban men, not military men and they were armed. Seriously, you want everyone to believe that the right to keep a gun by your bed does not help keep a person able to grab it in the face of a violent attack and fight back? Do you really believe that the ""police"" would ever be able to respond quick enough if they could even be called? Or do the lives of people who dont have homes with alarms and steel doors matter? Tell you what, the day you are faced with a violent attack and get to experience this first hand, we'll see what you have to say then!",disagreed
"First of all if you dont think we ae run by tyrants, you dont watch the news. Second off, when was the last time we had a leader who inflicted terrible damage on the country, as Obama has, and gotten them impeached? Your arguement is entirely false, and on top of it, I am not worried about using guns to stop some government filled with corrupt leaders. I enjoy target shooting, I enjoy owning antique guns, and I fel a hell of a lot safer knowing that if I am attacked, I will not be empty handed and helpless. End of story.",disagreed
"If someone believes that students with guns would lead to regular massacres, then they obviously have one terrible school system or are afraid of some rotten kids. Aside from that lame arguement, no one is suggesting arming students, we have long suggested that instructors and officials in schools who want to be armed should be, unless of course you are going to argue that principals will go on shooting rampages. Ever hear of that?",disagreed
"You are right on the money. first we banned drugs, and that lead to a drug free country. Then we forbade drunk driving and that put an end to drunk driving accidents. If we just had the sense to ban murder and rape, robbery, carjacking, along with guns........hey wait a minute....",disagreed
"First of all, crime happens on a daily basis, and while auto insurance is not needed on a daily basis, we have it dont we? Second, having a gun does not lead to violence and gang banging, having a mentality that seeks to force your will on another DOES lead to gang banging and crime. I have had guns my entire life and never had one ounce of desire to harm another. And if you actually think countries that have banned guns have less crime, try living in one. New York and Washington DC are hotbeds of violence and murder and they dont like regular folks to own guns. I will also prove my point to you: Where have you heard of nationally famous shootings? Columbine and Virginny Tech as well as Ohio. Guess what, they were ""gun free zones"" and idiots demanded gun bans when bans had failed. Where have you never ever heard of a gun rampage? Gun shows. That says something.",disagreed
Peace for a while? Is that why we have had wars globally for thousands of years before guns were invented? Is that why schools and churches are shot to pieces and gun shows are not?,disagreed
So truuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuue.,disagreed
"Crime and stupid people are such a bad thing. The world would be so much better without either, and the rest of us could own entire armories and never have a problem.",disagreed
"Japan is also a dictatorship where they work people to death and where if you ""dishonor"" someone your head comes off. Go live there, at least there are no guns!",disagreed
"Criminals kill people. Let's ban them. Real affective huh? Guess what dude, I have many guns and I've never hurt a soul. Phooey with your little ban daydream.",disagreed
"Guns dont create violence. they are made of metal and cannot kill anything. If your logic is true then carfs cause drunk driving. In england, they not only prosecute anyone for defending themselves, they also pay the criminals for their defense. You could not pay me to live in England. By the way, there were centureis where guns did not exist, yet people felt the need to defend themselves. Why do you think that is? Because the mind of the criminal is the problem, not the gun. No, guns should not be banned, and the day YOU face a violent attacker you will learn that the hard way.",disagreed
"Sure, if guns were banned it would be hard to get them, kind of like it is hard to get a joint, hard to get cocaine, hard to get crack......bull! There are two things that make a gun dangerous, a stupid person or an evil one. The rest of us own guns, work and live around people who dont know we have them and we do just fine. For all you know you've been around fifty people today who had a piece on them and you are alive right now because non of them were criminals. One criminal, and gun or not, you'd be in deep doo doo.",disagreed
Then cars should be banned because they are using drunk drivers to kill people every weekend. And I betcha plenty of those drunk driving murderers would not own a gun because they think it is too dangerous.,disagreed
"While you may be right to assert that ""guns don't kill people, people kill people,"" it is pure sophistry to assume that therefore people should carry guns. People do in fact kill people, and they do it a lot easier with the help of guns.",disagreed
"ya look these kids were messed up.......and got there hands on guns anyway but look at it like this. had every teacher, janitor, principal,etc in that building had a gun how many peoples life's would have been saved??",disagreed
"Saying,"" ."" is like saying,""I say that people should be banned because they are killing thousands of people each week",disagreed
"So you believe that everyone in the world having a gun would, essentially, lessen crime? Everyone includes criminals, thus it will make it far easier for them to commit crimes and murders.

Neither guns nor bullets kill people. People kill people.",disagreed
"Okay i am willing to reason with you lets do a for instince.
Badguy: walks into a store full of 12 people. carring a springfeild xd40 Sub compact okay he only has 1 clip 1 clip holds 9 rounds! everyone in the store has a gun too and want to live!!
Badguy: shoots 1 person
?: how many of those 11 people are going to shoot each other? that makes it 1vs11 Now what's the badguy going to do.",disagreed
"So you are suggesting that in the event of an attack the streets of Australia should be filled with gun wielding civilians with no training of street warfare, no particular leaders, just whoever fancies killing some people runs about getting into their neighbours crossfire as they shoot from the coffee shop at anyone who moves?
Odd that seems like chaos.
If gun violence went down then thats a step in the right direction for violence overall.",disagreed
"the difference is that a guns purpose is to kill while a big macs is to eat, a knives is to cut and a cars is to drive. I don't believe guns should be banned but they should be MUCH harder to get",disagreed
"Okay ingenious, let's think about this. So your going to keep Law-biding citizens from accessing guns so all the law breakers can go out and shoot all the law-biding citizens just to simply protect the estimated 5,000 people from getting killed by Gun Shot Wounds, when really you just killed those 5,000 people along with the other 500,000 people that we're law-biding.",disagreed
"Yes, that is certainly going to stop you from a gunman. ""Dear God.... Please Save This Soul""",disagreed
"Sorry but that is bull. Guns are already written into our history and there's no going back after over 200 years of supporting guns just because some people who weren't properly trained in the use and safety of properly handling a firearm. If guns are taken off the market it wont stop people who seek to cause trouble get their hands on a gun, yes it may make it a little more difficult but in the end you are just disarming good citizens who no longer have the ability to defend themselves. And people own guns for more than the two reasons you listed. I own a rifle for hunting, shotgun for bird season, sidearm for personal defense, another sidearm for just shooting and a 22. rifle for the same reason. people have been killing since the beginning of time, before it was guns it was swords, blunt weapons, bows, hell even rocks and bones. Eventually the primary source of inflicting harm could be another weapon or stay at the gun. my point is just outlawing one thing doesn't mean others wont find other ways of hurting one another.",disagreed
Does that means the freedom of speech should be banned what about religion and right to an attorney i guess that means we shouldn't have any of these either. Actually violent crime rates are going down will more an more people are owning guns.,disagreed
Maybe in America but its like smuggling marijuana it hapens even though it is illegal here. Criminals would still get gun and weapons no matter what the law.,disagreed
"Stupid argument. You're using an extreme example to demonstrate the legitimacy of gun ownership? I can chop and screw your argument down to make it more complex, as you should have done from the very beginning anyway.
1) A mass murder will have some form of mental psychosis, or history of violence. This means that in a state/country where it is required by law to have a full medical and criminal background check cleared in order to obtain a license to yield a weapon, this mass murderer wouldn't have a chance at obtaining a gun in the first place. Ban guns altogether? They'd have to turn to the black market. And this isn't an easy process, either.
2) Let's say where this man lives, guns are banned. If he wants to go on a killing spree he would have to be extremely dedicated to the cause. Whether or not he obtains a gun, this guy is clearly dangerous and will kill with any means necessary.
3) There are more incidences of school shoot outs in America compared to any other developed country in the world. What is the difference between America and the UK, Australia or Canada? Well let's see here... oh yeah. Guns.
4) ""Guns don't kill people, people do"". Hm? Of course - a gun is an inanimate object. However, missing the big picture here. More guns = higher homicide rates. Less guns = lower homicide rates. Are Americans just more violent by nature or are you too hung up on your 2nd amendment rights to acknowledge there is a problem with guns?",disagreed
I absolutly think there is. How many prior service members are in the us right now. WAY more than active duty.,disagreed
"Removing guns from house hold is the worse thing you can do. Let me tell you exactly why as a Information Security Engineer (info sec / IT sec ).
1) Law abiding citizen will obey the law. Regardless if you want guns or not, criminals have ways to find one and kill you.
2) Guns equalize the situation where cops will take 5 minutes minimum to bring some body bags to your house. You either want to use that body bag or you don't.
3) Guns in America was not meant for hunting as a primary purpose. It is your second amendment right / duty to have one as our founding fathers have seen how government abuses its power to fellow citizens. Government should serve people, not the other way around.
4) People kill people , not tools kill people. You say all you want that these equipment make it easier for bad people to do harmful things. However, would you also want to get rid of chances for law abiding citizen to defense themselves. If you say the cops can do it then you are delusional. They don't have the jurisdiction to even search you or run to your house to do things on your property. Go find out about the law.
5) Countries that have extremely strict gun laws don't really work well either. Japan still has high crime rates, they just hide their news. People still kill each other in many different ways.
6) I do agree with fully automatic weapons can be ridiculous since you cannot hit anything accurately and should just spread the harm. However, having a regular semi-automatic firearms should not be excluded in any state or the country. I suggest you go learn about firearms really well before you say stuff.
7) Law enforcement do agree that black rifles do not create crimes. Crimes were made by people who can't afford to have anything. They purchased cheap crappy firearms in black market anyway.
All can all. I know that the bad guys will go to your house not mine for sure. Why? Because I am ready to defend myself and my family for the right of life and freedom of speech. Do you like Commie countries? You can go to China and see how that feels.
Educate your children about firearms and proper manner in society is the key. Firearms are not the problem. US government themselves deals more than any other agencies in the world. Go figure!",disagreed
"phuqster, you have to understand that it was created to defend yourself for thugs, including the evil government. So you really think that what is available is evil vs what is available in military? Go figure.
Only stupid, ignorant, selfish, crazy people kill fellow citizens. With those, they would be put away anyways. I also support shoot on the spot if you see a killing spree or someone is robing a bank. I think that would work really well.",disagreed
"Yeah, cause British people kill each other with something else. Look, guns or no guns, people will die just as much. Killed by guns or killed by knife, fork, poison, cars, rope, doesn't really matter. Culture is also very important. I was living in Asia for 12 years, still as much killing as over here with some other type of murder weapons. I don't see the point.",disagreed
"I don't hunt or kill any life shape or form with any thing that I own with. However, banning a type of rifle is really just ignorant to the MAX. You should learn about firearms a lot more before you say something like AR, AK-47, whatever. It's all about the rate of fire and mechanism of the gun. It's how its made for philosophy of use (PoU). You cannot just ban anything in general because you do not understand how anything works at all. All rifle models including AR, AK, Sig, etc, are made with semi-automatic version for civilian use. I also never like or believe in fully auto weapon, they are not accurate, waste of ammo, and much harder to shoot. I never shot one, but shooting 2 rounds consecutively would already give me an idea. Please learn more about firearms and safety of it before you go out and stay stuff like this. It is not true at all.",disagreed
so you don't hurt plants with your shoes? ,disagreed
"You're a moron. Bad guys will ALWAYS have guns. Hence bad guys. Law abiding citizens won't have one if the law said so. Hence law biding citizen. Bad guys want something and pull out that piece pointing at LAW ABIDING CITIZENS. 2 options, citizens have guns and point back. Maybe bad guy have 1 shot off, maybe not. Or, all citizens scream and run, bad guy unloads on citizens. Hmmmmmmmmm, sure, that will work.",disagreed
"You're an idiot, it happens in U.S. ALLLLLLL the time. Not just in U.S. perhaps, EVERYWHERE!
Shoot out in school is a form of violence. What about gang fights between schools. Maybe we should ban school uniforms too. DERB DERB!",disagreed
But if guns got banned do you think criminals who use guns would just give them to the government?,disagreed
"they would get arrested if they didn't, then get killed if they didn't.",disagreed
They would have to be found with a gun first. ,disagreed
"People like you are blind when your waiting on your alarm company to alert the police and the three guys who just broke into your home are raping your wife and hurting you family and they just killed your ""guard dog"" what are you going to be doing? Because I tell you what your not doing ""is protecting your family""",disagreed
You are right you are not an American so how bout this keep your uneducated baseless opinion in europe. Thanks,disagreed
"You are completely ridiculous. When the world has no more evil people, violence, raping, murdering etc. I'll give up my defense firearms, until then I'll defend my right to have them and protect my family. Educate yourself.",disagreed
What about the other half? Would you want your family in that half? Think about that.,disagreed
Your a real genius aren't you. It's people like you who will look to people like us when you need help.,disagreed
"Why just for a simple ""Redneck"" as you have stereo typed me and my fellow gun owners, I have to say your an uneducated blind, ignorant person. People have been doing evil things since the beginning of time and guess what the criminals have always been armed with weapons that match that time period. And I WILL BE AS EQUALLY OR BETTER ARMED THAN THE PEOPLE WHO WISH TO DO MALICIOUS THINGS TO MY FAMILY. I will not fight bring a kitchen knife to a gun fight.""unlike you"". And the right to own my firearms and my right to my second AMENDMENT was fought for by my ancestors, which probably unlike you can be traced to the revolutionary war. And who are you to reinterpret the constitution? It says what it says for a reason. Not to be ever changed by any person or government for any reason! I CONCLUDE WITH THIS STATEMENT ""THE STRONGEST REASON FOR THE PEOPLE TO RETAIN THE RIGHT TO KEEP AND BEAR ARMS IS AS A LAST RESORT TO PROTECT THEMSELVES AGAINST TYRANNY IN GOVERNMENT"" Thomas Jefferson. Sounds like to me he is on to something.",disagreed
What if the intruder did not come in for your things? Would you be able to protect your family?,disagreed
"Imagine a society in which only the police and higher authoritites have guns. People are greedy and will overstep their privilages. Even though polices officer's duty is to help, their are cops who break the law. And what can we do if they're the only ones who have guns? Nothing. Also, if the government tried taking over there would be more then just one person to stop. Militia would form and revolt. If guns were banned it would do nothing to stop crime. A good example of this is marijuana. Yea, its illegal says the Federal Government, but just about anybody who wants to smoke pot does. People will get a hold of guns one way or another so why bann them and waste time and effort getting rid of them.",disagreed
"You want to know why it's so easy to get drugs? Because people get addicted and need the high, and there is good business behind it, not to mention the ingredients for weed and cocaine grow in the ground, so there is an unlimited supply. I completely agree that guns are dangerous in the hands of an evil or stupid person, but there are also countless accounts of accidental shootings. Point being, guns are meant to hurt and harm, regardless of who owns them and for what reason. I understand that banning guns will not stop criminals from accessing them, but it will surely drop the crime rate and make it much harder to get a gun. Imagine trying to fend off someone who is pointing a gun at you rather than a knife, which situation do you think you'd have a better chance of surviving?",disagreed
We are not talking about knives here... we are talking about guns. You have to start fixing a society somewhere and eliminating violence-inducing weapons is a first and important step,disagreed
"With all my respect, you are mixing things up. Weapons used by the army are a different thing. Weapons used for hunting animals are also a different thing. But selling to just about anybody weapons like the ones I see on TV sold in the USA is simply outrageous. YOU ARE KILLING EACH OTHER! stop this madness please",disagreed
"that's it. Get a gun for every one... you really have a problem in the USA with people supporting violence views such as this one. Safety comes from goodness, trust, peace, love, not arms!",disagreed
"Let is say that guns were banned in America, which would never happen there are too many gun lovers here. But theroeticly....
Wouldbe criminals would get the gun(s) they wanted anyways. And a cheap gun is easy to make anyways. If guns were taken away then they would switch to that or go with shooting people with arrows or stabbing.
Violence will never be elliminated. This task is impossible. Yes according to statistics many are killed by gun but many more are saved by them.",disagreed
"I am not mixing up. Many crimes are also committed with guns that are used for hunting. These assult weapons and guns that are more deadly are bought by collectors and sport shooters. The few who get guns for killing often pre-meditate. They can't get the M16 that they saw on Tv? they will switch to something else. A boltaction hunting rifle or another simiautomatic rifle.
I am sorry to burst your bubble but killings like this will never stop. There are bad men out there that want to hurt others either because they like it, because they got mad at someone, or to better them selves. Getting rid of assult weapons will do nothing.
I do though applaud you for saying, with all due respect. I find few who show some form of respect on this site.",disagreed
Mass murderers should be detected and treated. And should NOT have access to guns. Don't you see where the problem is?,disagreed
"You will never end violence with more violence. There must be a different approach. Education, detection of violent people, information, etc, etc but providing easy access to guns is a poor way of trying to get a safe country. In my opinion.",disagreed
"Never end violence with violence, WW1 and WW2. There are other approaches but many people are impaticent and want to take the easier way. You can't allways detect violent people. I am a calm person, i don't get normaly get mad and i don't lash out at people. I follow rules. You would know this if you knew me in person. Last year though, in Woods class at school, i was bullied and i was driven to the point where i wanted the guy to die. I delt with it through words but if it went much further i don't know what would have happened.
Yes i guess that your point, there is a smarter way around things but this is america. People don't want to get rid of guns. I respect your oppion and understand its points. Its just that i choose the other side.
I can see that none of us will budge; call a truce on this one?",disagreed
You live in Holliwood movie I see. But after the movie the actors are alive. In the real world if you have Rambo everywhere you will have killed people everywhere and guess who will be killed - good or bad. Wake up or drink your drugs on time.,disagreed
Cars aren't WEAPONS. Anything can be used AS a weapon but that doesn't make it a weapon (meaning it's primary purpose is to kill someone).,disagreed
Yes but if the principles or any of the teachers of school shootings that have happened over the years the principles/teachers would have been able to shoot the man and might have even stopped the man from even shooting anyone.,disagreed
"true, if you want to hunt, get a bow, its more sporting anyway. whats the sport in shooting a deer 300 yards away?",agreed
"if being american is going aroubd schools and shooting little kids because its american, maybe i need to leave.",disagreed
"i dont agree, it doesnt matter what kind of gun it was. IF Auto GUNS DIDNT EXIST... it STILL woulda heppened..... IF NO GUNS EXISTED AT ALL..... it still woulda happened...... same amount of people... same outcome... wich is people dead.. i DO think they would of still killed 20 kids and 6 teachers if that was his intention...... never said anything about slapping either... i said that he would train and train... idc if it took 10 years..... he wouldve made it a POINT... to make what he wanted to happen... happen.. he would plan it to the T... and make sure that they died.. if thats what he wanted... one way or another.. without a gun or knife... if thats what he wanted... thats how crazy people work. i dont agree..... if those people ( crazy people ) had a sledgehammer ( a gun) i DO NOT think that they would drive the coffin ( kill people) in the ground faster than if they had a regular hammer... ( their own fists and feet ) ...... Because..... Those people who are crazy enough to do that, are also crazy enough to make SURE it happens.. and put plan, and effort into it... they would learn martial arts, (the kind that can kill people in the blink of an eye ( the same speed as a bullet))... our human body is just as dangerous as a gun... and those crazy ass people would put so much training and planning into their actions that the same result would happen. ( my opinion ( as this is a debate)).",disagreed
"Communist these days are just a label on top of a country that has government placing crazy amount of restrictions to shape a society into something. But yes, I still say that word because it is absurd to tax civilian 50% plus on the middle class income. Go figure!",disagreed
"I agree with you. The experience is very important!
I agree with you. The experience is very important!",agreed
"Good poetry but outlaws are not the only problem.
You haven´t tought about massacres in schools, have you? These pupils shooting around would definitly thing about what they ´re actually doing if it would´t be this easy to get guns.This would prevent many children from dying!",disagreed
Are you crazy?! ban cars really? how are we going to get around in this bloody place then lad? How? That is dumbest idea ever!,disagreed
Who ever voted up is the stupedist person ever and you are a democrat or as i like to call it comunism!,disagreed
spam counter. ,disagreed
spam counter. ,disagreed
spam counter. ,disagreed
"I would love to live in a world where we didnt need nuclear weapons. Unfortunately, we do. Yes, most of Europe wants to give them up, but what aboout North Korea? What about Iran? If those 2 countries ever got one and one that worked. Iran is trying to make one, dont believe all that uranium is just for nuclear power. Ahmideinejhad himself said once he has nuclear capabilities, he would use them. N Korea tried launching some of their own. Thank god they didnt work. As long as there are people out there willing to use them, everyone who has them should keep them in standby. The only defense for a nuclear attack is to send up our own nukes to intercept them, and we can.",disagreed
If I could avoid it yes. But I'd hurt ur feelings with words any day .. .LOL!,disagreed
Ah great a troll it seems. ,disagreed
"Yean, and Chicago and DC works well for you. Even if you ban everything in this country, you have people that fabricate their own firearms including importing it over from Mexico, legally and illegally. Wake up. You have been living in a box.",disagreed
